,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
356,LAB,Standard BioTools Inc.,797.82M,-2.55%,1690036,106.34M
357,ATXS,"Astria Therapeutics, Inc.",797.74M,-0.34%,756748,-
358,SPRY,"ARS Pharmaceuticals, Inc.",797.74M,2.05%,381791,1.35M
359,SAVA,"Cassava Sciences, Inc.",797.07M,12.85%,1598884,-
360,TMCI,"Treace Medical Concepts, Inc.",791.70M,-3.59%,280286,187.12M
361,EMBC,Embecta Corp.,791.13M,-,242409,1.12B
362,FATE,"Fate Therapeutics, Inc.",782.98M,-2.92%,2727257,63.53M
363,AUPH,Aurinia Pharmaceuticals Inc.,781.66M,-3.17%,1871981,175.51M
364,BLFS,"BioLife Solutions, Inc.",775.76M,-1.94%,522934,143.27M
365,CVAC,CureVac N.V.,770.30M,1.49%,1120726,45.62M
366,ZYME,Zymeworks Inc.,769.19M,-2.17%,490830,76.01M
367,PHAR,Pharming Group N.V.,767.94M,1.97%,821,232.68M
368,ATRI,Atrion Corporation,763.33M,-0.42%,27554,169.33M
369,MD,"Pediatrix Medical Group, Inc.",763.00M,3.20%,862185,1.99B
370,CCCC,"C4 Therapeutics, Inc.",755.32M,1.22%,1790915,20.76M
371,CRON,Cronos Group Inc.,754.97M,-0.51%,1582008,87.24M
372,TRML,"Tourmaline Bio, Inc.",746.59M,9.29%,254001,-
373,EDIT,"Editas Medicine, Inc.",742.46M,-4.33%,1446037,78.12M
374,ACCD,"Accolade, Inc.",740.02M,-1.57%,388311,388.49M
375,AVTE,"Aerovate Therapeutics, Inc.",733.78M,-2.54%,302112,-
376,SIBN,"SI-BONE, Inc.",724.38M,-1.93%,520966,138.89M
377,YMAB,"Y-mAbs Therapeutics, Inc.",721.88M,-2.43%,188383,84.82M
378,NVAX,"Novavax, Inc.",717.96M,-1.36%,4024797,983.71M
379,NRIX,"Nurix Therapeutics, Inc.",715.81M,1.77%,927225,76.99M
380,PRAX,"Praxis Precision Medicines, Inc.",713.68M,2.71%,84050,2.45M
381,VREX,Varex Imaging Corporation,711.23M,-0.57%,204471,877.80M
382,ABVX,Abivax SA,705.31M,1.89%,127003,-
383,FULC,"Fulcrum Therapeutics, Inc.",698.63M,-3.28%,481552,2.81M
384,CMPS,COMPASS Pathways plc,697.50M,0.80%,332946,-
385,LBPH,"Longboard Pharmaceuticals, Inc.",695.12M,-3.36%,443223,-
386,FLGT,"Fulgent Genetics, Inc.",692.94M,-2.15%,150144,289.21M
387,LXRX,"Lexicon Pharmaceuticals, Inc.",691.93M,-10.32%,8422156,531.00K
388,EXAI,Exscientia plc,690.92M,8.86%,781165,29.47M
389,PRTC,PureTech Health plc,690.26M,-,100,15.62M
390,MRSN,"Mersana Therapeutics, Inc.",690.21M,-0.88%,2065145,36.86M
391,CGEM,"Cullinan Oncology, Inc.",687.48M,5.41%,351968,-
392,NKTX,"Nkarta, Inc.",685.54M,-6.43%,877422,-
393,FUSN,Fusion Pharmaceuticals Inc.,684.96M,0.64%,473535,2.21M
394,SVRA,Savara Inc.,678.31M,0.20%,601486,-
395,OLMA,"Olema Pharmaceuticals, Inc.",672.18M,-6.62%,1204073,-
396,CATX,"Perspective Therapeutics, Inc.",671.89M,0.88%,2008995,8.17M
397,APLT,"Applied Therapeutics, Inc.",671.32M,-5.21%,1025197,9.99M
398,MLYS,"Mineralys Therapeutics, Inc.",667.75M,-3.02%,98377,-
399,COGT,"Cogent Biosciences, Inc.",659.85M,-2.31%,1296950,-
400,INNV,InnovAge Holding Corp.,657.73M,-3.53%,17645,720.80M
401,CCRN,"Cross Country Healthcare, Inc.",656.65M,-1.34%,194777,2.02B
402,KIDS,OrthoPediatrics Corp.,653.73M,-1.26%,149572,148.73M
403,OPK,"OPKO Health, Inc.",653.50M,-1.49%,5931921,863.50M
404,RVNC,"Revance Therapeutics, Inc.",652.38M,0.40%,1647212,234.04M
405,ALXO,ALX Oncology Holdings Inc.,645.46M,-8.10%,820835,-
406,CRBU,"Caribou Biosciences, Inc.",638.47M,-30.47%,6543310,34.61M
407,ANAB,"AnaptysBio, Inc.",629.62M,11.61%,525055,17.16M
408,SILK,"Silk Road Medical, Inc",626.79M,-0.75%,637732,177.13M
409,OABI,"OmniAb, Inc.",623.95M,-1.29%,235373,64.69M
410,TVTX,"Travere Therapeutics, Inc.",619.82M,-3.00%,949845,145.24M
411,ALEC,"Alector, Inc.",614.71M,-8.26%,675460,97.06M
412,IGMS,"IGM Biosciences, Inc.",614.32M,-4.78%,383749,2.13M
413,AVBP,"ArriVent BioPharma, Inc.",611.97M,-0.93%,159670,-
414,CALT,Calliditas Therapeutics AB (publ),606.19M,3.31%,5953,105.88M
415,PLSE,"Pulse Biosciences, Inc.",596.52M,1.69%,166283,-9.00K
416,LYEL,"Lyell Immunopharma, Inc.",592.04M,-6.44%,768960,130.00K
417,CDNA,"CareDx, Inc",588.20M,-2.56%,814718,280.32M
418,MNMD,Mind Medicine (MindMed) Inc.,587.98M,-5.76%,3286660,-
419,ELVN,"Enliven Therapeutics, Inc.",577.38M,-5.42%,220786,-
420,MPLN,MultiPlan Corporation,573.49M,-2.22%,3496301,961.52M
421,ABSI,Absci Corporation,564.20M,5.11%,1270206,6.94M
422,PNTG,"The Pennant Group, Inc.",563.00M,1.38%,140058,544.89M
423,NNOX,Nano-X Imaging Ltd.,551.63M,2.35%,1519115,9.64M
424,CSTL,"Castle Biosciences, Inc.",550.37M,-0.45%,160165,219.79M
425,BMEA,"Biomea Fusion, Inc.",550.23M,1.36%,1256008,-
426,IRMD,IRadimed Corporation,549.57M,1.53%,35839,65.56M
427,ADPT,Adaptive Biotechnologies Corporation,547.72M,-5.03%,1289454,170.28M
428,REPL,"Replimune Group, Inc.",543.28M,-1.69%,502908,-
429,RDUS,"Radius Health, Inc.",541.14M,-1.78%,95167,2.96B
430,OFIX,Orthofix Medical Inc.,534.91M,-1.75%,382926,746.64M
431,ALT,"Altimmune, Inc.",533.53M,10.13%,4525880,279.00K
432,NVRO,Nevro Corp.,532.68M,-2.20%,322782,425.17M
433,LRMR,"Larimar Therapeutics, Inc.",532.37M,1.62%,923442,-
434,PIII,P3 Health Partners Inc.,531.98M,-1.92%,214565,1.18B
435,LIAN,LianBio,531.67M,0.71%,209550,-
436,URGN,UroGen Pharma Ltd.,526.27M,3.04%,235011,77.28M
437,DNTH,"Dianthus Therapeutics, Inc.",524.21M,0.28%,101598,924.00K
438,KALV,"KalVista Pharmaceuticals, Inc.",519.19M,-4.66%,568633,-
439,VALN,Valneva SE,512.13M,-0.40%,4869,237.46M
440,PAHC,Phibro Animal Health Corporation,510.75M,0.08%,96003,982.01M
441,NUVB,Nuvation Bio Inc.,510.38M,-2.51%,708618,-
442,OSUR,"OraSure Technologies, Inc.",507.78M,2.17%,848137,405.47M
443,MRNS,"Marinus Pharmaceuticals, Inc.",502.71M,9.43%,557129,30.99M
444,HCAT,"Health Catalyst, Inc.",502.47M,-5.01%,366234,295.94M
445,TALK,"Talkspace, Inc.",500.45M,12.33%,4486073,137.87M
446,MREO,Mereo BioPharma Group plc,497.86M,-1.41%,754403,9.02M
447,EHAB,"Enhabit, Inc.",495.78M,5.36%,615471,1.05B
448,TNYA,"Tenaya Therapeutics, Inc.",492.80M,0.54%,609441,-
449,HARP,"Harpoon Therapeutics, Inc.",492.35M,-,6624340,37.34M
450,VYGR,"Voyager Therapeutics, Inc.",488.71M,0.33%,667461,250.01M
451,PETQ,"PetIQ, Inc.",487.68M,0.85%,254193,1.10B
452,NYXH,Nyxoah S.A.,487.46M,2.94%,110552,4.83M
453,ABUS,Arbutus Biopharma Corporation,483.73M,-1.10%,425035,18.14M
454,PHAT,"Phathom Pharmaceuticals, Inc.",482.44M,-1.09%,713509,682.00K
455,VTYX,"Ventyx Biosciences, Inc.",476.28M,4.73%,3884103,-
456,MODV,ModivCare Inc.,468.19M,-4.44%,70825,2.76B
457,TERN,"Terns Pharmaceuticals, Inc.",459.13M,-4.04%,667815,-
458,CRBP,"Corbus Pharmaceuticals Holdings, Inc.",457.61M,16.46%,315320,-
459,PEPG,PepGen Inc.,457.17M,-1.70%,40867,-
460,ZIMV,ZimVie Inc.,455.82M,-1.10%,297866,457.43M
461,CELC,Celcuity Inc.,451.75M,-0.28%,1036334,-
462,TSHA,"Taysha Gene Therapies, Inc.",450.57M,-3.85%,1695126,14.35M
463,CVRX,"CVRx, Inc.",448.90M,0.24%,62988,39.30M
464,AVAH,Aveanna Healthcare Holdings Inc.,448.22M,6.81%,90784,1.87B
465,AEON,"AEON Biopharma, Inc.",447.77M,2.90%,45025,-
466,AVXL,Anavex Life Sciences Corp.,446.61M,0.19%,1079711,-
467,IVVD,"Invivyd, Inc.",442.11M,-2.69%,268177,-
468,GHRS,GH Research PLC,434.95M,10.65%,342793,-
469,STTK,"Shattuck Labs, Inc.",433.45M,-2.35%,297993,1.66M
470,MGX,"Metagenomi, Inc.",429.32M,-4.67%,92462,17.20M
471,RENB,Renovaro Biosciences Inc.,428.13M,4.36%,264140,-
472,SLDB,Solid Biosciences Inc.,427.18M,-0.09%,189090,-
473,RCEL,"AVITA Medical, Inc.",426.99M,3.41%,173071,51.57M
474,ITOS,"iTeos Therapeutics, Inc.",422.95M,-3.19%,168087,12.60M
475,OCS,Oculis Holding AG,420.83M,0.13%,9858,-
476,SRDX,"Surmodics, Inc.",419.25M,-0.31%,21114,138.20M
477,MXCT,"MaxCyte, Inc.",417.40M,0.25%,901160,38.05M
478,MGTX,MeiraGTx Holdings plc,414.65M,-6.90%,116315,-
479,ZYXI,"Zynex, Inc.",414.10M,-0.71%,151053,185.84M
480,CDMO,"Avid Bioservices, Inc.",411.05M,-2.00%,1196635,140.94M
481,TBPH,"Theravance Biopharma, Inc.",410.36M,-0.58%,197602,57.42M
482,LXEO,"Lexeo Therapeutics, Inc.",410.34M,8.28%,192605,-
483,FBLG,"FibroBiologics, Inc.",408.91M,22.36%,149547,-
484,NGNE,Neurogene Inc.,406.51M,-0.32%,270158,-
485,THRD,"Third Harmonic Bio, Inc.",404.03M,-3.70%,122512,-
486,AURA,"Aura Biosciences, Inc.",402.45M,-2.33%,158276,-
487,JSPR,"Jasper Therapeutics, Inc.",399.49M,-1.96%,220810,-
488,EPIX,ESSA Pharma Inc.,397.26M,-0.89%,53979,-
489,BTMD,biote Corp.,395.81M,-2.57%,141890,184.14M
490,DCGO,DocGo Inc.,394.81M,-4.22%,2186707,624.29M
491,ORGO,Organogenesis Holdings Inc.,393.25M,-1.34%,357443,433.14M
492,TRDA,"Entrada Therapeutics, Inc.",392.41M,-1.53%,74563,87.17M
493,ESPR,"Esperion Therapeutics, Inc.",392.31M,-3.30%,2413469,116.33M
494,CYH,"Community Health Systems, Inc.",391.07M,1.79%,1325362,12.49B
495,ANRO,"Alto Neuroscience, Inc.",389.39M,-0.07%,121580,-
496,CERS,Cerus Corporation,388.85M,-2.28%,1304362,186.80M
497,CBUS,"Cibus, Inc.",388.61M,0.83%,22844,756.00K
498,ANL,Adlai Nortye Ltd.,387.83M,-0.60%,1542,-
499,PGEN,"Precigen, Inc.",387.07M,-3.22%,698888,6.76M
500,NPCE,"NeuroPace, Inc.",385.49M,0.51%,66209,65.42M
501,CLOV,"Clover Health Investments, Corp.",384.51M,-2.66%,20326614,2.42B
502,ANIK,"Anika Therapeutics, Inc.",377.59M,-,52156,163.31M
503,ADAP,Adaptimmune Therapeutics plc,375.17M,-3.25%,1610888,60.28M
504,TCMD,"Tactile Systems Technology, Inc.",374.19M,0.63%,161459,274.42M
505,KRRO,"Korro Bio, Inc.",374.13M,-1.35%,28871,-
506,INZY,"Inozyme Pharma, Inc.",373.34M,-0.35%,641721,-
507,ADVM,"Adverum Biotechnologies, Inc.",372.89M,1.12%,890473,3.60M
508,NAUT,"Nautilus Biotechnology, Inc.",372.79M,5.39%,143219,-
509,HROW,"Harrow Health, Inc.",370.14M,-0.76%,274438,114.17M
510,PROC,Procaps Group S.A.,366.68M,-7.38%,20248,414.10M
511,ANNX,"Annexon, Inc.",364.76M,2.00%,630949,-
512,HUMA,"Humacyte, Inc.",363.79M,6.43%,871006,-
513,AMRN,Amarin Corporation plc,362.50M,-3.49%,1689243,306.91M
514,AQST,"Aquestive Therapeutics, Inc.",362.11M,3.24%,1665132,50.58M
515,VMD,"Viemed Healthcare, Inc.",361.99M,1.50%,171930,183.01M
516,HRTX,"Heron Therapeutics, Inc.",361.68M,-2.07%,3032708,122.84M
517,ADCT,ADC Therapeutics SA,358.86M,-,671733,122.57M
518,AXGN,"AxoGen, Inc.",358.40M,-2.49%,385654,159.01M
519,SPOK,"Spok Holdings, Inc.",355.01M,-0.45%,128317,139.03M
520,ATAI,Atai Life Sciences N.V.,348.65M,-5.45%,1827561,334.00K
521,SNDL,SNDL Inc.,347.53M,1.50%,2064362,685.16M
522,ERAS,"Erasca, Inc.",344.48M,-4.46%,358674,-
523,SIGA,"SIGA Technologies, Inc.",344.44M,8.79%,1559245,34.79M
524,ACIU,AC Immune SA,341.86M,2.34%,209668,1.09K
525,GUTS,"Fractyl Health, Inc.",338.49M,-10.34%,1853682,-
526,AVIR,"Atea Pharmaceuticals, Inc.",336.66M,-0.74%,207759,-
527,AIRS,"AirSculpt Technologies, Inc.",336.49M,-0.34%,29791,195.92M
528,KMDA,Kamada Ltd.,335.81M,1.40%,13633,142.52M
529,LUNG,Pulmonx Corporation,335.66M,2.18%,297287,68.68M
530,BVS,Bioventus Inc.,334.35M,5.46%,623361,502.76M
531,SHCR,"Sharecare, Inc.",333.34M,1.75%,1780881,239.56M
532,PSTX,"Poseida Therapeutics, Inc.",329.03M,-7.04%,2250039,64.70M
533,SENS,"Senseonics Holdings, Inc.",324.82M,0.86%,1753717,22.39M
534,LYRA,"Lyra Therapeutics, Inc.",323.22M,9.36%,429116,1.42M
535,STOK,"Stoke Therapeutics, Inc.",322.40M,-8.17%,754835,9.25M
536,ENTA,"Enanta Pharmaceuticals, Inc.",319.03M,-3.58%,113122,73.62M
537,SOPH,SOPHiA GENETICS SA,316.71M,-3.92%,72444,62.37M
538,XERS,"Xeris Biopharma Holdings, Inc.",316.02M,-1.78%,1503577,163.91M
539,GLUE,"Monte Rosa Therapeutics, Inc.",315.01M,-2.25%,138149,-
540,TCRX,"TScan Therapeutics, Inc.",314.11M,3.05%,65791,21.05M
541,IMMP,Immutep Limited,313.74M,-,58397,4.58M
542,LFMD,"LifeMD, Inc.",311.67M,5.41%,2454528,152.55M
543,SMTI,Sanara MedTech Inc.,311.65M,0.96%,11214,62.62M
544,KOD,Kodiak Sciences Inc.,309.59M,0.51%,495246,-
545,IPSC,"Century Therapeutics, Inc.",308.75M,-7.95%,128617,2.49M
546,XOMA,XOMA Corporation,305.53M,-2.40%,14329,4.76M
547,GOSS,"Gossamer Bio, Inc.",302.28M,4.48%,965171,-
548,AMWL,American Well Corporation,296.48M,-9.00%,4804141,259.05M
549,NBTX,Nanobiotix S.A.,293.03M,-0.74%,4678,7.41M
550,OPRX,OptimizeRx Corporation,292.23M,-14.12%,398410,62.81M
551,OPT,Opthea Limited,290.80M,2.99%,6218,385.28K
552,SERA,"Sera Prognostics, Inc.",289.24M,-0.87%,114695,330.00K
553,VSTM,"Verastem, Inc.",289.07M,-5.24%,139442,-
554,ARAY,Accuray Incorporated,288.58M,-1.45%,215844,447.48M
555,SNDA,"Sonida Senior Living, Inc.",288.22M,7.96%,81853,249.13M
556,RAPT,"RAPT Therapeutics, Inc.",281.86M,-1.60%,683863,-
557,INO,"Inovio Pharmaceuticals, Inc.",281.38M,-4.40%,596913,832.01K
558,HOWL,"Werewolf Therapeutics, Inc.",279.93M,0.76%,91617,19.94M
559,QSI,Quantum-Si incorporated,279.29M,-5.08%,973358,1.08M
560,MESO,Mesoblast Limited,277.04M,-,1083743,7.25M
561,OMER,Omeros Corporation,275.02M,-4.05%,314211,-
562,CGC,Canopy Growth Corporation,274.98M,-2.99%,1474183,248.53M
563,EDAP,EDAP TMS S.A.,272.16M,0.68%,11261,60.13M
564,STRO,"Sutro Biopharma, Inc.",271.85M,-0.67%,1283112,48.64M
565,FHTX,Foghorn Therapeutics Inc.,270.08M,-3.96%,156594,34.16M
566,AGEN,Agenus Inc.,268.94M,-0.62%,5960587,100.90M
567,BLUE,"bluebird bio, Inc.",267.91M,-3.24%,7323890,21.73M
568,AKBA,"Akebia Therapeutics, Inc.",265.63M,-1.39%,3264597,193.61M
569,WGS,GeneDx Holdings Corp.,265.62M,9.86%,284398,202.57M
570,RIGL,"Rigel Pharmaceuticals, Inc.",264.82M,-1.32%,1209981,116.88M
571,PBYI,"Puma Biotechnology, Inc.",264.66M,-2.55%,446002,235.64M
572,CGEN,Compugen Ltd.,263.15M,0.72%,332890,33.46M
573,GLSI,"Greenwich LifeSciences, Inc.",258.38M,8.20%,225372,-
574,AMLX,"Amylyx Pharmaceuticals, Inc.",257.57M,-9.47%,8168264,380.79M
575,PYXS,"Pyxis Oncology, Inc.",257.52M,-1.89%,300797,-
576,ME,23andMe Holding Co.,256.98M,-6.87%,6104646,247.99M
577,FENC,Fennec Pharmaceuticals Inc.,256.88M,2.64%,137489,13.05M
578,TLSI,"TriSalus Life Sciences, Inc.",256.47M,-3.60%,80705,25.19M
579,CMPX,"Compass Therapeutics, Inc.",254.97M,3.50%,224082,-
580,CDXS,"Codexis, Inc.",253.80M,-3.88%,423004,70.14M
581,UTMD,"Utah Medical Products, Inc.",253.34M,2.36%,55056,51.47M
582,CHRS,"Coherus BioSciences, Inc.",252.24M,-1.32%,2200341,211.07M
583,ABOS,"Acumen Pharmaceuticals, Inc.",252.20M,-3.74%,244257,-
584,OCGN,"Ocugen, Inc.",246.24M,4.43%,3367101,-
585,QURE,uniQure N.V.,245.89M,0.19%,1281742,15.84M
586,LCTX,"Lineage Cell Therapeutics, Inc.",243.21M,-3.88%,962851,8.95M
587,AKYA,"Akoya Biosciences, Inc.",238.33M,0.21%,254515,96.63M
588,SGHT,"Sight Sciences, Inc.",238.29M,-2.24%,74324,82.85M
589,GRTS,"Gritstone bio, Inc.",236.34M,4.15%,1192834,16.34M
590,ZVRA,"Zevra Therapeutics, Inc.",235.70M,1.79%,211896,16.56M
591,TSVT,"2seventy bio, Inc.",235.00M,3.28%,728300,100.39M
592,PRLD,Prelude Therapeutics Incorporated,233.96M,0.24%,44090,-
593,VNDA,Vanda Pharmaceuticals Inc.,230.44M,-3.12%,604593,192.64M
594,BFLY,"Butterfly Network, Inc.",229.99M,-6.31%,1794529,65.90M
595,SMLR,"Semler Scientific, Inc.",228.58M,4.81%,80907,68.18M
596,SCLX,Scilex Holding Company,227.37M,-5.71%,1278797,45.20M
597,LFCR,"Lifecore Biomedical, Inc.",226.66M,2.64%,57336,157.39M
598,OMGA,"Omega Therapeutics, Inc.",226.08M,-3.46%,295566,2.84M
599,ANGO,"AngioDynamics, Inc.",225.98M,0.37%,384815,329.54M
600,ELEV,"Elevation Oncology, Inc.",222.60M,-7.06%,1209068,-
601,RPTX,Repare Therapeutics Inc.,221.88M,-2.42%,61506,51.13M
602,VRCA,Verrica Pharmaceuticals Inc.,221.00M,-0.19%,70188,5.12M
603,GRPH,"Graphite Bio, Inc.",217.22M,-8.85%,709545,-
604,MASS,908 Devices Inc.,216.94M,5.41%,301278,50.23M
605,MACK,"Merrimack Pharmaceuticals, Inc.",214.26M,-0.07%,117108,-
606,OBIO,"Orchestra BioMed Holdings, Inc.",214.11M,-4.73%,74993,3.60M
607,INMB,"INmune Bio, Inc.",211.21M,0.34%,30918,224.00K
608,STXS,"Stereotaxis, Inc.",210.25M,-3.13%,178395,26.77M
609,OPTN,"OptiNose, Inc.",209.53M,1.88%,360969,70.99M
610,GBIO,Generation Bio Co.,209.07M,-3.13%,415064,5.90M
611,DRTS,Alpha Tau Medical Ltd.,209.01M,-2.68%,37286,-
612,ALIM,"Alimera Sciences, Inc.",207.27M,1.59%,27827,80.75M
613,INFU,"InfuSystem Holdings, Inc.",206.33M,-4.89%,91627,122.84M
614,CDT,Conduit Pharmaceuticals Inc.,205.25M,-7.07%,83132,-
615,BDTX,"Black Diamond Therapeutics, Inc.",204.48M,-5.50%,328329,-
616,TELO,"Telomir Pharmaceuticals, Inc.",202.94M,-3.49%,20845,-
617,SPRB,"Spruce Biosciences, Inc.",202.34M,-3.13%,777898,7.20M
618,ACET,"Adicet Bio, Inc.",201.84M,-4.07%,831271,-
619,IPHA,Innate Pharma S.A.,201.46M,6.34%,16083,57.45M
620,OVID,Ovid Therapeutics Inc.,200.46M,-3.74%,169923,391.70K
621,IVA,Inventiva S.A.,198.97M,6.12%,22478,24.22M
622,NOTV,"Inotiv, Inc.",196.78M,9.96%,385928,585.17M
623,PROF,Profound Medical Corp.,194.70M,2.37%,33747,5.41M
624,RANI,"Rani Therapeutics Holdings, Inc.",194.58M,-9.41%,150700,-
625,ABEO,Abeona Therapeutics Inc.,193.73M,4.74%,478721,3.57M
626,SCPH,scPharmaceuticals Inc.,192.93M,1.52%,348020,7.50M
627,XBIT,XBiotech Inc.,192.36M,-0.31%,63269,300.00K
628,ATNM,"Actinium Pharmaceuticals, Inc.",192.13M,-4.77%,147979,-
629,IMRX,Immuneering Corporation,191.38M,-1.35%,68100,-
630,HBIO,"Harvard Bioscience, Inc.",190.96M,-2.06%,54058,112.25M
631,CRDF,"Cardiff Oncology, Inc.",189.43M,10.89%,1459294,488.00K
632,OCEA,"Ocean Biomedical, Inc.",188.50M,-13.87%,1018008,-
633,FGEN,"FibroGen, Inc.",188.16M,10.53%,2045621,147.75M
634,CLLS,Cellectis S.A.,185.48M,7.82%,36507,24.41M
635,OGI,OrganiGram Holdings Inc.,184.91M,-1.03%,367358,-
636,TRVI,"Trevi Therapeutics, Inc.",182.63M,1.05%,137615,-
637,CAPR,"Capricor Therapeutics, Inc.",182.12M,1.72%,306782,25.18M
638,JYNT,The Joint Corp.,182.04M,-6.19%,147978,117.70M
639,ASPI,ASP Isotopes Inc.,181.44M,9.37%,539065,-
640,KPTI,Karyopharm Therapeutics Inc.,181.23M,-2.03%,1016106,146.03M
641,VINC,"Vincerx Pharma, Inc.",180.67M,-19.98%,1601949,-
642,NVCT,"Nuvectis Pharma, Inc.",180.35M,-2.66%,69429,-
643,ALDX,"Aldeyra Therapeutics, Inc.",179.58M,-7.54%,659768,-
644,RLMD,"Relmada Therapeutics, Inc.",178.19M,-4.16%,221233,-
645,GNFT,Genfit S.A.,177.91M,1.71%,1392,32.69M
646,VXRT,"Vaxart, Inc.",176.42M,-0.87%,1011821,4.16M
647,QIPT,Quipt Home Medical Corp.,175.29M,-0.12%,61699,185.18M
648,GLYC,"GlycoMimetics, Inc.",175.11M,2.34%,323398,-
649,AUGX,"Augmedix, Inc.",174.80M,-5.00%,267452,40.93M
650,GTHX,"G1 Therapeutics, Inc.",174.09M,-4.60%,821863,82.51M
651,GNLX,Genelux Corporation,173.67M,3.85%,166073,238.00K
652,CRMD,CorMedix Inc.,171.77M,-2.84%,1216169,29.70K
653,SYRS,"Syros Pharmaceuticals, Inc.",170.60M,-1.52%,88827,8.80M
654,PRQR,ProQR Therapeutics N.V.,168.00M,1.49%,232764,4.92M
655,INGN,"Inogen, Inc.",167.72M,-2.92%,422132,315.66M
656,NKTR,Nektar Therapeutics,167.57M,7.01%,1324400,90.12M
657,SGMT,Sagimet Biosciences Inc.,166.50M,-8.94%,1037858,2.00M
658,DBVT,DBV Technologies S.A.,165.96M,0.67%,36473,15.73M
659,ACB,Aurora Cannabis Inc.,165.00M,-3.31%,972633,200.73M
660,CYBN,Cybin Inc.,163.93M,10.28%,12680469,-
661,SGMO,"Sangamo Therapeutics, Inc.",160.69M,-2.41%,1173270,201.42M
662,CLPT,"ClearPoint Neuro, Inc.",160.40M,0.33%,152992,22.32M
663,PDSB,PDS Biotechnology Corporation,154.29M,-6.75%,1312239,-
664,DSGN,"Design Therapeutics, Inc.",154.01M,-1.82%,120077,-
665,ALUR,Allurion Technologies Inc.,153.33M,1.53%,13793,109.44M
666,XFOR,"X4 Pharmaceuticals, Inc.",152.70M,-5.23%,1449884,-
667,CELU,Celularity Inc.,151.61M,-15.30%,128181,14.79M
668,XTNT,"Xtant Medical Holdings, Inc.",150.93M,-,24745,78.46M
669,ATOS,"Atossa Therapeutics, Inc.",150.36M,9.17%,2315128,-
670,ACHV,"Achieve Life Sciences, Inc.",149.00M,-,248904,-
671,ELMD,"Electromed, Inc.",147.92M,1.24%,22976,51.69M
672,IMAB,I-Mab,147.13M,1.10%,250869,-35.05M
673,EBS,Emergent BioSolutions Inc.,146.17M,-16.79%,2284291,1.05B
674,CTMX,"CytomX Therapeutics, Inc.",144.03M,-14.34%,2033237,101.21M
675,FONR,FONAR Corporation,143.97M,3.56%,22435,102.42M
676,COYA,"Coya Therapeutics, Inc.",143.62M,-7.68%,93239,-
677,BDSX,"Biodesix, Inc.",142.50M,-1.32%,44921,49.09M
678,VOR,Vor Biopharma Inc.,141.82M,-4.29%,195655,-
679,MDWD,MediWound Ltd.,140.32M,-2.15%,121159,24.97M
680,ZURA,Zura Bio Limited,139.19M,0.93%,59255,-
681,MOLN,Molecular Partners AG,136.68M,-3.15%,1293,9.46M
682,BCAB,"BioAtla, Inc.",134.46M,-9.12%,351801,-
683,TELA,"TELA Bio, Inc.",133.95M,-2.72%,95754,53.08M
684,TBRG,TruBridge Inc.,133.71M,1.32%,291305,336.79M
685,ZOM,Zomedica Corp.,132.88M,-3.98%,3680572,24.01M
686,ZTEK,Zentek Ltd.,132.07M,-5.56%,11772,25.27K
687,CDXC,ChromaDex Corporation,131.79M,11.43%,294503,83.57M
688,ADAG,Adagene Inc.,131.69M,9.16%,19852,22.67M
689,SEER,"Seer, Inc.",129.55M,-2.04%,515618,16.66M
690,MCRB,"Seres Therapeutics, Inc.",128.86M,-10.12%,8334561,126.33M
691,HITI,High Tide Inc.,128.83M,4.24%,150974,487.67M
692,IMUX,"Immunic, Inc.",128.60M,-4.90%,460925,-
693,NGM,"NGM Biopharmaceuticals, Inc.",128.53M,-,911282,-
694,OM,"Outset Medical, Inc.",127.02M,-8.65%,888280,130.38M
695,ALLK,Allakos Inc.,125.97M,-7.64%,496697,-
696,STIM,"Neuronetics, Inc.",125.87M,1.89%,187653,71.35M
697,CLSD,"Clearside Biomedical, Inc.",125.53M,-18.81%,1100989,2.21M
698,GALT,Galectin Therapeutics Inc.,125.48M,-1.99%,100653,-
699,CVM,CEL-SCI Corporation,123.61M,-4.52%,271519,-
700,TKNO,"Alpha Teknova, Inc.",123.20M,-5.63%,9833,36.71M
701,GTH,Genetron Holdings Limited,123.02M,-,13947,93.36M
702,ARMP,"Armata Pharmaceuticals, Inc.",122.18M,7.99%,27940,4.05M
703,LIFW,"MSP Recovery, Inc.",122.08M,-5.70%,443519,8.60M
704,TOI,"The Oncology Institute, Inc.",121.69M,7.27%,175460,309.88M
705,YS,"YS Biopharma Co., Ltd.",120.53M,5.64%,364001,560.76M
706,KNTE,Kinnate Biopharma Inc.,120.27M,0.39%,349038,-
707,ORMP,Oramed Pharmaceuticals Inc.,119.13M,-2.72%,168407,1.34M
708,ETON,"Eton Pharmaceuticals, Inc.",117.00M,-3.51%,70810,33.48M
709,YI,"111, Inc.",115.91M,2.21%,145010,2.06B
710,BYSI,BeyondSpring Inc.,115.88M,0.33%,212223,1.55M
711,VIGL,"Vigil Neuroscience, Inc.",113.73M,-5.99%,47784,-
712,SCTL,"Societal CDMO, Inc.",112.96M,1.87%,1814444,91.20M
713,SHOT,Safety Shot Inc,112.72M,10.45%,859404,4.40M
714,VANI,"Vivani Medical, Inc.",112.71M,1.55%,551363,-
715,IOBT,"IO Biotech, Inc.",112.66M,-2.81%,61020,-
